Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional,Year
LS,Andrew DePaola,MIN,37,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm,DePaAn00,2024
LS,Scott Daly,CHI,30,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,PFF: 1st Tm,DalySc01,2024
K,Chris Boswell,PIT,33,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 2nd Tm SN: 1st Tm,BoswCh00,2024
K,Brandon Aubrey,DAL,29,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,AubrBr00,2024
P,Jack Fox,DET,28,4,17,0,1,1,17,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,FoxxJa01,2024
P,Logan Cooke,JAX,29,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm NFLPA: 1st Tm,CookLo00,2024
P,Michael Dickson,SEA,28,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFF: 1st Tm,DickMi00,2024
P,AJ Cole III,LVR,29,5,17,0,1,1,34,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 2nd Tm,ColeAJ01,2024
PR,Marvin Mims,DEN,22,1,17,2,0,0,0,0,0,13,42,0,39,503,6,1,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 2nd Tm SN: 1st Tm,MimsMa00,2024
PR,Kalif Raymond,DET,30,8,12,2,0,0,0,0,0,2,0,0,17,215,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,RaymKa00,2024
KR,KaVontae Turpin,DAL,28,2,17,2,0,0,0,0,0,16,92,0,31,420,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 1st Tm SN: 1st Tm,TurpKa00,2024
KR,Derius Davis,LAC,24,1,15,2,0,0,0,0,0,12,39,0,13,112,2,0,0.0,0,FW: 1st Tm All-Conf.,DaviDe02,2024
KR,Austin Ekeler,WAS,29,7,12,6,0,0,0,0,0,77,367,4,35,366,0,0,0.0,0,AP: 2nd Tm,EkelAu00,2024
ST,Brenden Schooler,NWE,27,2,17,0,0,0,0,0,0,0,0,0,0,0,0,9,2.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 2nd Tm,SchoBr00,2024
ST,J.T. Gray,NOR,28,6,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,GrayJ.00,2024
ST,Miles Killebrew,PIT,31,8,17,0,0,1,0,0,0,0,0,0,0,0,0,8,0.0,0,NFLPA: 1st Tm,KillMi00,2024
